prepare_phase (in us),log_size,num_log_yes,99%_latency,execute_phase (in us),average_latency,ZIPF_THETA,bytes_received,int_aborts_maat_resolve_failure,cache,num_aborts_restart,90%_latency,num_cache_misses,NUM_SERVER_THREADS,prepare_phase_dist_write (in us),int_possibMVCC,time_wait_buffer,num_home_txn,Throughput,time_waiting_for_job,time_read_queue,num_aborts_execute,int_aborts_ws2,dummy_bytes_sent,PERC_REMOTE,average_local_latency,LOG_TIMEOUT,abort_local (in us),commit_phase (in us),lock_phase_dist_write (in us),time_send_msg,execute_phase_local (in us),execute_phase_dist_readonly (in us),CC_ALG,time_abort_queue,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug6,time_debug7,time_debug4,time_debug5,time_debug2,time_debug3,time_debug1,int_aborts_maat_resolve_no_feasibles,LOG_NODE,int_saved_by_hist,int_debug5,int_aborts_rs3,int_aborts_rs2,int_aborts_rs1,int_debug4,run_time,logic (in us),commit_phase_dist_readonly (in us),num_aborts_remote,int_aborts_ws1,95%_latency,commit_phase_local (in us),max_latency,num_aborts_signal,num_aborts_ws,bytes_sent,time_read_input_queue,num_cache_evictions,num_ro_read,commit_phase_dist_write (in us),int_aborts_maat_empty_interval_after_adjustment,num_remote_readonly_txn,num_renew,abort_dist_readonly (in us),time_idle,time_recv_msg,num_cache_hits,network (in us),num_remote_txn,int_debug6,num_cache_reads,num_ro_check,int_debug3,int_debug2,int_debug1,lock_phase_local (in us),prepare_phase_dist_readonly (in us),execute_phase_dist_write (in us),num_cache_bypass,num_local_txn,int_aborts_maat_adjust_others_failure,time_process_txn,int_inevitable,lock_phase_dist_readonly (in us),lock_phase (in us),num_cache_inserts,network_log (in us),COMMIT_ALG,average_distributed_latency,total_log_yes (in us),num_renew_success,CC (row) (in us),wait (in us),num_waits,num_renew_failure,num_rw_check,num_cache_updates,num_cache_remove,READ_PERC,num_pre_aborts,CC (index) (in us),prepare_phase_local (in us),num_aborts_rs,time_write_queue,num_no_need_to_renewal,num_remote_write_txn,num_commits,abort (in us),num_renewals,num_rw_read,num_aborts,time_output_idle,abort_dist_write (in us),time_write_output_queue
2074.9,0,1622,0.0376203,249.234,0.00486768,0.9,0.00747467,0,0,6116,0.00958228,0,8,3000.64,0,0.271579,1622,1610.42,0,0.236553,5758,0,0,0.05,0.00240195,1000,1839.26,4.31474,0,0.119321,224.68,217.933,WAIT_DIE,2.5099,0,0,0,1.59898,0,0.0134565,0.00389263,0,0,0,0,0,false,0,0,0,0,0,0,8.05751,167.575,2.62022,992,0,0.0161752,3.53363,0.151013,0,2783,0.0210242,0.200512,0,0,6.40819,0,369,0,5.1906,3.77387,0.147432,0,1002.02,4749,0,0,0,173,5785,0,0,1551.09,300.514,0,695,0,0.363979,0,0,0,0,0,ONE_PC,0.00956938,1705.35,0,0,58.662,173,0,0,0,0,0.5,0,117.24,1609.75,3002,0.0155865,0,558,1622,2539.24,0,0,6116,0.843476,5086.81,0.0111312
2064.64,0,1837,0.0670249,221.513,0.00649756,0.9,0.0110076,0,0,11354,0.0123692,0,12,3227.04,0,0.453508,1837,1785.63,0,0.25087,10747,0,0,0.05,0.00264957,1000,2280.6,4.40919,0,0.149987,163.574,183.235,WAIT_DIE,4.60048,0,0,0,2.25393,0,0.0209126,0.00653339,0,0,0,0,0,false,0,0,0,0,0,0,12.3452,153.536,2.35436,2425,0,0.0229693,3.38122,0.613067,0,5437,0.0273312,0.317301,0,0,7.17164,0,409,0,0,4.94653,0.225153,0,996.269,8063,0,0,0,282,10769,0,0,1414.06,325.139,0,819,0,0.401252,0,0,0,0,0,ONE_PC,0.0142567,1702.64,0,0,42.4263,282,0,0,0,0,0.5,0,103.357,1525.17,5332,0.0240567,0,609,1837,4207.01,0,0,11354,0.828307,9623.08,0.0171982
2128.05,0,1937,0.0808531,233.427,0.00826854,0.9,0.0165434,0,0,15908,0.0161085,0,16,3228.96,0,0.617659,1937,1858.76,0,0.256268,15086,0,0,0.05,0.00248024,1000,2215.97,5.04851,0,0.215829,165.961,212.54,WAIT_DIE,6.51689,0,0,0,3.05142,0,0.0301536,0.00983281,0,0,0,0,0,false,0,0,0,0,0,0,16.6735,164.836,3.28454,2922,0,0.0326411,3.64338,0.57693,0,7640,0.0323837,0.451354,0,0,7.91906,0,458,0,1430.75,6.34781,0.324822,0,1101.59,10941,0,0,0,389,15187,0,0,1594.81,327.957,0,804,0,0.487073,0,0,0,0,0,ONE_PC,0.0190905,1768.24,0,0,44.8429,389,0,0,0,0,0.5,0,119.482,1507.54,7547,0.037669,0,675,1937,5902.01,0,0,15908,0.761092,13326.3,0.0228994
2142.82,0,1860,0.167833,266.66,0.0108415,0.9,0.0215244,0,0,20403,0.0184119,0,20,3254.37,0,0.742691,1860,1776.77,0,0.292137,19179,0,0,0.05,0.00435164,1000,4787.12,5.65073,0,0.309364,190.009,233.838,WAIT_DIE,8.34989,0,0,0,2.24858,0,0.0368311,0.014989,0,0,0,0,0,false,0,0,0,0,0,0,20.9368,186.142,2.78809,3197,0,0.0429431,4.66181,0.547973,0,10031,0.0343721,0.60366,0,0,8.81319,0,423,0,13.5147,7.93846,0.366083,0,1084.7,12918,0,0,0,482,19433,0,0,1389.26,385.641,0,803,0,0.564288,0,0,0,0,0,ONE_PC,0.0233913,1736.04,0,0,57.8078,482,0,0,0,0,0.5,0,124.823,1662.17,9402,0.0422344,0,634,1860,8426.36,0,0,20403,0.646526,18648.7,0.0236602
2206.87,0,1870,0.175615,333.26,0.0129346,0.9,0.0234475,0,0,26064,0.0263534,0,24,3391.97,0,0.880616,1870,1779.35,0,0.264633,24527,0,0,0.05,0.00510414,1000,5698.7,6.90073,0,0.375376,249.802,254.085,WAIT_DIE,10.6961,0,0,0,2.85617,0,0.0453622,0.0186215,0,0,0,0,0,false,0,0,0,0,0,0,25.2227,268.792,3.14911,4282,0,0.0563226,5.51636,0.520173,0,14008,0.0408851,0.755432,0,0,10.9231,0,407,0,0,8.79831,0.514003,0,1164.96,17283,0,0,0,562,24601,0,0,1243.09,484.693,0,806,0,0.803792,0,0,0,0,0,ONE_PC,0.0273917,1848.31,0,0,65.4774,562,0,0,0,0,0.5,0,219.373,1727.52,10593,0.0553959,0,657,1870,10387.6,0,0,26064,0.575131,22574.7,0.0322705
2214.05,0,1691,0.292145,413.618,0.0167971,0.9,0.0301613,0,0,29142,0.0270443,0,28,3402.07,0,1.1835,1691,1546.53,0,0.255936,27331,0,0,0.05,0.00548203,1000,6646.76,6.99523,0,0.462189,367.419,313.474,WAIT_DIE,11.9707,0,0,0,2.68331,0,0.0550383,0.0230768,0,0,0,0,0,false,0,0,0,0,0,0,30.6157,327.942,3.3978,5982,0,0.0637901,5.88328,0.943257,0,16208,0.0441789,1.04595,0,0,10.8058,0,410,0,0,10.887,0.509997,0,1237.7,21397,0,0,0,699,27963,0,0,1358.12,537.606,0,692,0,0.894511,0,0,0,0,0,ONE_PC,0.0379673,1796.21,0,0,73.9868,699,0,0,0,0,0.5,0,276.056,1709.99,11755,0.0678007,0,589,1691,14162.5,0,0,29142,0.517917,32850.9,0.040604
2672.78,0,1420,0.319463,837.78,0.0229693,0.9,0.0243903,0,0,29292,0.049103,0,32,4034.7,0,1.25614,1420,1311.35,0,0.272992,27827,0,0,0.05,0.00824791,1000,10405.3,27.0192,0,0.383111,428.773,592.977,WAIT_DIE,12.2591,0,0,0,2.33865,0,0.0442305,0.0193396,0,0,0,0,0,false,0,0,0,0,0,0,34.6512,597.311,3.13746,4811,0,0.120229,5.41001,0.761951,0,12449,0.0389222,1.14932,0,0,65.5823,0,319,0,472.972,13.2212,0.521968,0,1982.12,19531,0,0,0,460,28063,0,0,1751.34,1441.05,0,579,0,1.82341,0,0,0,0,0,ONE_PC,0.0482945,1984.3,0,0,100.54,460,0,0,0,0,0.5,0,514.67,1952.6,15614,0.0575808,0,522,1420,19431.7,0,0,29292,0.584978,41029.5,0.0344908
1955.88,0,542,0.0113239,235.299,0.00304834,0.9,0.000856576,0,0,171,0.00534338,0,2,2483.18,0,0.0655921,542,538.276,0,0.164214,150,0,0,0.05,0.00141057,1000,211.6,490.87,0,0.0142342,227.853,236.268,WAIT_DIE,0.0650764,0,0,0,5.38737,0,0.00239468,0.000660685,0,0,0,0,0,false,0,0,0,0,0,0,2.01384,195.994,2.56205,22,0,0.00720199,15.4513,0.0176996,0,60,0.00532354,0.0683883,0,0,1505.17,0,119,0,0,1.46097,0.0245958,0,1510.22,422,0,0,0,9,336,0,0,1867.2,245.29,0,249,0,0.128606,0,0,0,0,786.135,TWO_PC,0.00651211,1684.71,0,0,13.7745,9,0,0,0,0,0.5,0,147.299,1629.8,90,0.00276249,0,174,542,366.283,0,0,171,0.910116,838.143,0.00235644
1851.61,0,875,0.0261614,223.339,0.00389427,0.9,0.00176356,0,0,690,0.00735036,0,4,2291.44,0,0.136617,875,866.225,0,0.211144,614,0,0,0.05,0.00168141,1000,672.365,572.136,0,0.0274331,197.194,183.723,WAIT_DIE,0.271077,0,0,0,7.30511,0,0.0031596,0.000894816,0,0,0,0,0,false,0,0,0,0,0,0,4.04052,156.814,2.21577,96,0,0.011501,36.7352,0.0380498,0,181,0.00885254,0.116586,0,0,1564.18,0,190,0,0,2.87236,0.0509248,0,1598.88,876,0,0,0,31,957,0,0,1569.24,278.983,0,374,0,0.170216,0,0,0,0,520.12,TWO_PC,0.0079073,1592.44,0,0,26.439,31,0,0,0,0,0.5,0,79.5581,1629.31,435,0.00367997,0,311,875,1247.19,0,0,690,0.927051,2700.4,0.00325888
1929.95,0,1116,0.0725,174.807,0.00657767,0.9,0.00312096,0,0,2621,0.0125175,0,8,2634.21,0,0.31108,1116,1078.25,0,0.24583,2268,0,0,0.05,0.00203116,1000,1411.59,595.621,0,0.0507674,140.548,176.805,WAIT_DIE,1.05405,0,0,0,2.0863,0,0.00613811,0.00149765,0,0,0,0,0,false,0,0,0,0,0,0,8.28005,132.063,2.3456,672,0,0.0238005,24.6913,0.207853,0,1024,0.0121622,0.227676,0,0,1655.91,0,248,0,0,5.3735,0.0725351,0,1601.71,1768,0,0,0,69,2718,0,0,1600.24,214.765,0,474,0,0.198891,0,0,0,0,243.027,TWO_PC,0.0149091,1597.25,0,0,24.0247,69,0,0,0,0,0.5,0,90.0271,1517.06,1251,0.0069392,0,394,1116,3877.3,0,0,2621,0.946804,9284.19,0.00461167
2009.8,0,1008,0.135924,211.731,0.0115805,0.9,0.00466444,0,0,5115,0.0231982,0,12,3053.63,0,0.497775,1008,950.774,0,0.272893,4376,0,0,0.05,0.00362789,1000,3817.43,673.612,0,0.0675399,159.522,146.904,WAIT_DIE,2.06566,0,0,0,2.32042,0,0.00911939,0.00238995,0,0,0,0,0,false,0,0,0,0,0,0,12.7223,131.541,2.22236,1378,0,0.0471721,36.4465,0.590487,0,2007,0.0131053,0.374356,0,0,1904.45,0,228,0,270.134,7.73802,0.107247,0,1651.76,3031,0,0,0,140,4849,0,0,1327.16,319.014,0,432,0,0.198536,0,0,0,0,139.168,TWO_PC,0.026663,1683.04,0,0,45.5432,140,0,0,0,0,0.5,0,94.9705,1529.22,2417,0.0103438,0,348,1008,8685.35,0,0,5115,0.957401,20241.7,0.00618052
1969.97,0,1257,0.189842,277.99,0.0124352,0.9,0.00587538,0,0,7436,0.0236461,0,16,2925.54,0,1.07684,1257,1027.28,0,0.322293,6614,0,0,0.05,0.00299071,1000,2779.85,645.546,0,0.083786,202.188,244.599,WAIT_DIE,2.98909,0,0,0,3.38349,0,0.0113149,0.00356356,0,0,0,0,0,false,0,0,0,0,0,0,19.578,171.422,2.47756,2139,0,0.0515057,15.6074,0.425632,0,2838,0.0166107,0.784562,0,0,1827.46,0,272,0,0,10.0454,0.146587,0,1686.07,4057,0,0,0,112,7292,0,0,1405.34,392.958,0,546,0,0.311402,0,0,0,0,110.469,TWO_PC,0.0300333,1601.27,0,0,66.5029,112,0,0,0,0,0.5,0,116.689,1482.95,3932,0.0130825,0,439,1257,9541.66,0,0,7436,1.10004,23863.5,0.0101397
,,,,,,0.9,,,,,,,20,,,,,,,,,,,0.05,,1000,,,,,,,WAIT_DIE,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWO_PC,,,,,,,,,,,0.5,,,,,,,,,,,,,,,
1978.66,0,896,0.598566,294.343,0.0277824,0.9,0.00874469,0,0,10698,0.0446854,0,24,3074.23,0,1.25645,896,782.806,0,0.379561,10257,0,0,0.05,0.00442354,1000,5018.23,713.407,0,0.141255,240.158,190.688,WAIT_DIE,4.31406,0,0,0,4.8153,0,0.0135405,0.00731513,0,0,0,0,0,false,0,0,0,0,0,0,27.4704,239.894,2.95466,1229,0,0.135804,24.317,0.988238,0,4998,0.0157884,1.04158,0,0,2004.18,0,199,0,4628.96,15.5908,0.1999,0,1691.17,5926,0,0,0,286,11114,0,0,1288.19,426.128,0,383,0,0.351045,0,0,0,0,57.0236,TWO_PC,0.0710781,1652.68,0,0,74.5011,286,0,0,0,0,0.5,0,160.595,1439.22,5730,0.0168937,0,314,896,24796,0,0,10698,0.944231,61700.9,0.0138815
2076.5,0,863,0.631429,523.22,0.0336212,0.9,0.0105787,0,0,13042,0.0610465,0,28,3071.27,0,1.59692,863,734.367,0,0.375406,12708,0,0,0.05,0.00888068,1000,11172.8,640.278,0,0.170816,253.288,586.571,WAIT_DIE,5.31823,0,0,0,3.03899,0,0.0291059,0.00868273,0,0,0,0,0,false,0,0,0,0,0,0,32.9045,272.66,3.04322,1145,0,0.177296,18.9097,0.976563,0,5319,0.0186148,1.35308,0,0,1821.96,0,181,0,10.4026,17.9995,0.236889,0,1977.83,7862,0,0,0,323,13178,0,0,1372.67,830.635,0,383,0,0.41213,0,0,0,0,41.5338,TWO_PC,0.080289,1736.92,0,0,77.5771,323,0,0,0,0,0.5,0,228.89,1632.51,7506,0.0330065,0,299,863,30381.2,0,0,13042,0.940297,73371,0.0166013
2404.97,0,672,0.846344,832.324,0.0546268,0.9,0.00941125,0,0,15642,0.101968,0,32,3895.1,0,2.47813,672,515.28,0,0.432437,15139,0,0,0.05,0.00994364,1000,13439.8,792.803,0,0.154644,350.434,655.898,WAIT_DIE,6.29617,0,0,0,4.39632,0,0.0148283,0.00736408,0,0,0,0,0,false,0,0,0,0,0,0,41.7327,610.409,2.99491,1569,0,0.35847,16.32,1.23416,0,5836,0.0149556,2.13455,0,0,2324.32,0,159,0,0,19.8602,0.232297,0,2483.62,6786,0,0,0,214,15687,0,0,1608.21,1563.04,0,286,0,0.995582,0,0,0,0,33.6884,TWO_PC,0.142221,1863.48,0,0,93.9382,214,0,0,0,0,0.5,0,427.067,1665.21,9563,0.0196625,0,227,672,50596.7,0,0,15642,1.0857,132851,0.0285747
1771.28,0,894,0.00777456,153.571,0.0021769,0.9,0.00156504,0,0,369,0.00329005,0,2,2236.16,0,0.0663786,894,892.119,0,0.154024,337,0,0,0.05,0.00121875,1000,204.885,3.19261,0,0.0249607,108.327,156.666,WAIT_DIE,0.148998,0,0,0,1.25194,0,0.00370822,0.000921669,0,0,0,0,0,false,0,0,0,0,0,0,2.00422,105.619,2.14981,48,0,0.00457924,2.58137,0.0117789,0,168,0.00893617,0.0662683,0,0,4.7204,0,191,0,0,1.38126,0.0359199,0,882.266,792,0,0,0,21,345,0,0,1696.34,214.501,0,409,0,0.123923,0,0,0,0,0,ONE_PC,0.00413231,1512.4,0,0,6.95847,21,0,0,0,0,0.5,0,50.1161,1472.1,177,0.00425718,0,294,894,248.858,0,0,369,0.900432,471.705,0.0036967
1880.59,0,1425,0.011142,197.938,0.00275176,0.9,0.00324903,0,0,1483,0.00485692,0,4,2533.87,0,0.132913,1425,1417.65,0,0.209004,1343,0,0,0.05,0.00134645,1000,362.549,3.85881,0,0.0468344,179.652,186.795,WAIT_DIE,0.60915,0,0,0,1.45871,0,0.00685551,0.00226251,0,0,0,0,0,false,0,0,0,0,0,0,4.02074,161.138,2.91353,197,0,0.00648084,2.9984,0.0310629,0,515,0.0148365,0.111266,0,0,5.71031,0,316,0,101.735,2.42529,0.0587686,0,865.617,1726,0,0,0,59,1343,0,0,1788.9,231.169,0,647,0,0.284677,0,0,0,0,0,ONE_PC,0.005681,1553.14,0,0,22.3662,59,0,0,0,0,0.5,0,126.405,1458.87,828,0.0076863,0,462,1425,669.376,0,0,1483,0.900308,1487.32,0.00663111
2069.33,0,1701,0.0304905,279.635,0.0046488,0.9,0.00680604,0,0,5853,0.00843511,0,8,2863.54,0,0.268167,1701,1683.14,0,0.235691,5378,0,0,0.05,0.00220024,1000,1485.4,4.90624,0,0.107099,255.391,221.512,WAIT_DIE,2.41131,0,0,0,4.78779,0,0.0144468,0.00333951,0,0,0,0,0,false,0,0,0,0,0,0,8.0849,214.433,2.95223,1161,0,0.0127492,4.23081,0.348983,0,2419,0.0205918,0.203959,0,0,6.95221,0,387,0,0,3.80906,0.141042,0,1039.06,4139,0,0,0,200,5411,0,0,1590.85,345.375,0,710,0,0.464172,0,0,0,0,0,ONE_PC,0.00909593,1665.87,0,0,69.5522,200,0,0,0,0,0.5,0,159.025,1654.5,2992,0.0164315,0,604,1701,2294.92,0,0,5853,0.860778,4716.94,0.00828056
