prepare_phase (in us),log_size,num_log_yes,99%_latency,execute_phase (in us),average_latency,ZIPF_THETA,bytes_received,int_aborts_maat_resolve_failure,cache,num_aborts_restart,90%_latency,num_cache_misses,NUM_SERVER_THREADS,prepare_phase_dist_write (in us),int_possibMVCC,time_wait_buffer,num_home_txn,Throughput,time_waiting_for_job,time_read_queue,num_aborts_execute,int_aborts_ws2,dummy_bytes_sent,PERC_REMOTE,average_local_latency,LOG_TIMEOUT,abort_local (in us),commit_phase (in us),lock_phase_dist_write (in us),time_send_msg,execute_phase_local (in us),execute_phase_dist_readonly (in us),CC_ALG,time_abort_queue,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug6,time_debug7,time_debug4,time_debug5,time_debug2,time_debug3,time_debug1,int_aborts_maat_resolve_no_feasibles,LOG_NODE,int_saved_by_hist,int_debug5,int_aborts_rs3,int_aborts_rs2,int_aborts_rs1,int_debug4,run_time,logic (in us),commit_phase_dist_readonly (in us),num_aborts_remote,int_aborts_ws1,95%_latency,commit_phase_local (in us),max_latency,num_aborts_signal,num_aborts_ws,bytes_sent,time_read_input_queue,num_cache_evictions,num_ro_read,commit_phase_dist_write (in us),int_aborts_maat_empty_interval_after_adjustment,num_remote_readonly_txn,num_renew,abort_dist_readonly (in us),time_idle,time_recv_msg,num_cache_hits,network (in us),num_remote_txn,int_debug6,num_cache_reads,num_ro_check,int_debug3,int_debug2,int_debug1,lock_phase_local (in us),prepare_phase_dist_readonly (in us),execute_phase_dist_write (in us),num_cache_bypass,num_local_txn,int_aborts_maat_adjust_others_failure,time_process_txn,int_inevitable,lock_phase_dist_readonly (in us),lock_phase (in us),num_cache_inserts,network_log (in us),COMMIT_ALG,average_distributed_latency,total_log_yes (in us),num_renew_success,CC (row) (in us),wait (in us),num_waits,num_renew_failure,num_rw_check,num_cache_updates,num_cache_remove,READ_PERC,num_pre_aborts,CC (index) (in us),prepare_phase_local (in us),num_aborts_rs,time_write_queue,num_no_need_to_renewal,num_remote_write_txn,num_commits,abort (in us),num_renewals,num_rw_read,num_aborts,time_output_idle,abort_dist_write (in us),time_write_output_queue,sum_throughput
2089.92,0,1943,0.12290799999999999,347.721,0.0104481,0.9,0.0193655,0,0,20927,0.021358500000000002,0,20,3170.37,0,0.726296,1943,1856.13,0,0.271146,20201,0,0,0.05,0.00429779,1000,4658.0,6.37334,0,0.234238,289.578,266.193,WAIT_DIE,8.55618,0,0,0,3.12791,0,0.0296945,0.012619400000000001,0,0,0,0,0,False,0,0,0,0,0,0,20.9361,250.199,3.3694,2389,0,0.042858099999999996,5.13719,0.510983,0,11095,0.035832499999999996,0.614387,0,0,9.97759,0,443,0,3.11132,7.59969,0.414576,0,1102.87,14068,0,0,0,488,21124,0,0,1404.37,477.01300000000003,0,842,0,0.747074,0,0,0,0,0.0,ONE_PC,0.022459,1693.63,0,0,91.5994,488,0,0,0,0,0.5,0,204.033,1606.26,10029,0.0378654,0,658,1943,8004.1,0,0,20927,0.724658,17672.6,0.031102699999999997,7538.0
2159.91,0,1803,0.195941,334.097,0.0134351,0.9,0.024298900000000002,0,0,26691,0.0254576,0,24,3344.05,0,0.8796,1803,1715.59,0,0.243434,25614,0,0,0.05,0.00506624,1000,6018.54,6.52241,0,0.29199,228.90599999999998,225.997,WAIT_DIE,10.950999999999999,0,0,0,2.84766,0,0.037759,0.013846200000000001,0,0,0,0,0,False,0,0,0,0,0,0,25.2227,248.205,3.31713,3898,0,0.0583523,5.2565800000000005,0.546299,0,13458,0.039036,0.754213,0,0,10.1413,0,415,0,326.236,8.629710000000001,0.470365,0,1191.06,17985,0,0,0,710,26972,0,0,1386.42,530.909,0,756,0,0.742167,0,0,0,0,0.0,ONE_PC,0.0289414,1708.71,0,0,86.2603,710,0,0,0,0,0.5,0,197.769,1594.6,13514,0.0470399,0,632,1803,10934.6,0,0,26691,0.660782,23781.1,0.0357228,7368.539999999999
2234.3,0,1821,0.192801,435.26599999999996,0.0157658,0.9,0.028334500000000002,0,0,29066,0.029704700000000004,0,28,3459.52,0,1.18823,1821,1664.77,0,0.279969,27907,0,0,0.05,0.00580023,1000,6899.67,6.61683,0,0.49380100000000005,240.06400000000002,330.69800000000004,WAIT_DIE,11.8508,0,0,0,1.26111,0,0.0451022,0.030336900000000003,0,0,0,0,0,False,0,0,0,0,0,0,30.6276,265.812,3.24428,4799,0,0.07346889999999999,5.54301,0.724073,0,16372,0.040316000000000005,1.01555,0,0,10.1429,0,410,0,11.8301,11.0904,0.524985,0,1317.12,19136,0,0,0,642,30349,0,0,1369.64,745.308,0,781,0,0.838087,0,0,0,0,0.0,ONE_PC,0.0346054,1831.79,0,0,119.913,642,0,0,0,0,0.5,0,208.583,1699.89,13977,0.0559381,0,630,1821,13089.6,0,0,29066,0.458294,29274.0,0.035328500000000006,6954.860000000001
2803.36,0,1552,0.273924,1098.01,0.0211479,0.9,0.025881499999999998,0,0,28815,0.0460692,0,32,4137.99,0,1.2331299999999998,1552,1433.08,0,0.267728,27579,0,0,0.05,0.00919482,1000,11572.0,9.99489,0,0.38151799999999997,582.175,915.6080000000001,WAIT_DIE,12.1698,0,0,0,1.9364299999999999,0,0.039345,0.018562099999999998,0,0,0,0,0,False,0,0,0,0,0,0,34.6555,553.21,3.5087300000000003,2764,0,0.10647100000000001,5.8918099999999995,0.786948,0,15189,0.0366459,1.1201299999999998,0,0,19.3789,0,367,0,79.9745,13.3907,0.505962,0,2027.27,16775,0,0,0,372,28761,0,0,1841.1,1845.12,0,648,0,1.89832,0,0,0,0,0.0,ONE_PC,0.0437409,2175.06,0,0,208.657,372,0,0,0,0,0.5,0,487.535,2242.32,13572,0.05127140000000001,0,537,1552,17236.6,0,0,28815,0.5751149999999999,35797.3,0.0324105,5475.379999999999
2025.5,0,550,0.0116309,210.422,0.00300937,0.9,0.000854904,0,0,147,0.00523797,0,2,2404.84,0,0.0672918,550,546.2080000000001,0,0.157411,128,0,0,0.05,0.00141122,1000,221.918,486.969,0,0.014045199999999999,121.55799999999999,253.481,WAIT_DIE,0.0663429,0,0,0,8.896419999999999,0,0.00178932,0.000423951,0,0,0,0,0,False,0,0,0,0,0,0,2.01388,113.90799999999999,2.54693,19,0,0.007124800000000001,24.6134,0.016548900000000002,0,50,0.00536254,0.0701534,0,0,1460.3,0,122,0,0.0,1.50043,0.0334565,0,1461.4,427,0,0,0,15,316,0,0,2062.73,304.692,0,249,0,0.0814502,0,0,0,0,841.3610000000001,TWO_PC,0.00632176,1778.6,0,0,51.8317,15,0,0,0,0,0.5,0,57.5484,1734.56,81,0.00207461,0,179,550,286.482,0,0,147,0.914834,571.55,0.00160591,2221.5609999999997
1891.0,0,911,0.0219054,248.227,0.00379158,0.9,0.00167082,0,0,751,0.00754527,0,4,2516.56,0,0.136246,911,901.887,0,0.207188,688,0,0,0.05,0.00154016,1000,487.661,560.819,0,0.0300149,190.851,195.53599999999997,WAIT_DIE,0.306374,0,0,0,4.96116,0,0.00471805,0.00104228,0,0,0,0,0,False,0,0,0,0,0,0,4.04042,153.929,2.26514,94,0,0.0100649,17.2546,0.0437954,0,297,0.00921942,0.11905,0,0,1677.87,0,200,0,0.0,2.8273200000000003,0.0476538,0,1470.98,951,0,0,0,36,1067,0,0,1563.26,361.96,0,411,0,0.177607,0,0,0,0,475.082,TWO_PC,0.00837695,1621.42,0,0,56.3911,36,0,0,0,0,0.5,0,81.5357,1593.87,437,0.00538156,0,300,911,1091.53,0,0,751,0.9257270000000001,2646.52,0.00332049,3637.079
1951.66,0,1125,0.062287999999999996,296.492,0.00652989,0.9,0.00326722,0,0,2578,0.0138699,0,8,2836.91,0,0.307082,1125,1086.89,0,0.25951199999999996,2400,0,0,0.05,0.00228584,1000,1782.32,640.659,0,0.043067900000000006,225.358,195.66,WAIT_DIE,1.03206,0,0,0,1.05303,0,0.00648234,0.00207775,0,0,0,0,0,False,0,0,0,0,0,0,8.28048,170.739,2.23363,280,0,0.0217972,20.9196,0.14793900000000001,0,1280,0.012326799999999999,0.230055,0,0,1849.46,0,265,0,0.0,5.3553,0.06817360000000001,0,1617.45,2167,0,0,0,92,3163,0,0,1426.61,454.25199999999995,0,476,0,0.248718,0,0,0,0,226.47099999999998,TWO_PC,0.0147196,1636.07,0,0,102.697,92,0,0,0,0,0.5,0,130.296,1529.81,1433,0.00732817,0,384,1125,3641.08,0,0,2578,0.9516680000000001,8457.89,0.00597565,4322.55
1970.42,0,1010,0.153662,421.652,0.0115866,0.9,0.00465598,0,0,5504,0.0219998,0,12,2778.05,0,0.519779,1010,952.58,0,0.26774499999999996,5213,0,0,0.05,0.00454012,1000,4720.47,676.422,0,0.0643205,378.8,199.55900000000003,WAIT_DIE,2.2017,0,0,0,2.08315,0,0.00809555,0.00244417,0,0,0,0,0,False,0,0,0,0,0,0,12.7233,167.93400000000003,2.2071400000000003,636,0,0.05376330000000001,22.2213,0.54842,0,2969,0.0124838,0.36085100000000003,0,0,1854.03,0,210,0,0.0,7.50135,0.09636660000000001,0,1687.26,3336,0,0,0,147,6454,0,0,1344.37,601.7230000000001,0,437,0,0.23755,0,0,0,0,105.175,TWO_PC,0.024146099999999997,1681.5,0,0,216.208,147,0,0,0,0,0.5,0,127.792,1600.39,3061,0.00922679,0,363,1010,8518.15,0,0,5504,0.9610790000000001,18017.9,0.00671689,4107.534
1990.95,0,1174,0.255108,380.874,0.0145716,0.9,0.00633278,0,0,7084,0.0253355,0,16,2991.05,0,1.0825200000000001,1174,959.443,0,0.379813,6164,0,0,0.05,0.00313909,1000,2877.58,633.5,0,0.10383800000000001,328.62800000000004,266.186,WAIT_DIE,2.7454,0,0,0,3.3823800000000004,0,0.010015000000000001,0.0049584,0,0,0,0,0,False,0,0,0,0,0,0,19.578,183.945,2.26361,1891,0,0.058667399999999995,21.9058,0.509113,0,3289,0.0156957,0.776758,0,0,1839.03,0,265,0,0.0,10.2341,0.15628399999999998,0,1686.1,3902,0,0,0,152,6886,0,0,1360.65,524.317,0,511,0,0.30815,0,0,0,0,107.214,TWO_PC,0.0368622,1599.25,0,0,140.567,152,0,0,0,0,0.5,0,151.963,1538.88,3112,0.0129059,0,398,1174,11566.3,0,0,7084,1.06924,30423.1,0.01098,3933.156
2205.56,0,1152,0.21744899999999998,794.145,0.0169355,0.9,0.00672418,0,0,7369,0.0410653,0,20,3342.95,0,0.8537889999999999,1152,1058.21,0,0.361121,7143,0,0,0.05,0.00455959,1000,4669.59,711.699,0,0.11456400000000001,802.084,703.818,WAIT_DIE,3.21627,0,0,0,3.64088,0,0.014627200000000002,0.00460682,0,0,0,0,0,False,0,0,0,0,0,0,21.7726,293.672,3.12017,570,0,0.0879727,20.6168,0.6671229999999999,0,3216,0.0161008,0.715399,0,0,1993.03,0,267,0,0.0,13.189,0.12767699999999998,0,2144.0,4848,0,0,0,185,8209,0,0,1546.53,844.181,0,479,0,0.511945,0,0,0,0,99.0681,TWO_PC,0.0396755,1649.47,0,0,326.778,185,0,0,0,0,0.5,0,245.567,1608.87,4512,0.0164366,0,406,1152,13224.1,0,0,7369,0.926695,32013.4,0.00807822,
1965.33,0,1222,0.279484,390.269,0.0196957,0.9,0.00926887,0,0,10229,0.03988219999999999,0,24,3025.55,0,1.26427,1222,1067.62,0,0.369894,9579,0,0,0.05,0.00447213,1000,5285.47,678.7710000000001,0,0.155563,220.638,242.502,WAIT_DIE,4.2157599999999995,0,0,0,5.63436,0,0.015110399999999998,0.0078073000000000005,0,0,0,0,0,False,0,0,0,0,0,0,27.4704,225.99400000000003,3.5530699999999995,2109,0,0.0839602,19.0886,0.8864540000000001,0,5115,0.0198114,1.0444,0,0,1877.74,0,273,0,1261.03,15.623,0.220599,0,1766.85,6942,0,0,0,221,10354,0,0,1471.89,682.38,0,513,0,0.42410200000000003,0,0,0,0,79.3963,TWO_PC,0.047140100000000004,1567.62,0,0,150.748,221,0,0,0,0,0.5,0,193.138,1326.83,4711,0.018708199999999998,0,436,1222,16661.4,0,0,10229,0.929645,39689.2,0.015265700000000002,4177.036
2105.89,0,1289,0.36433699999999997,613.477,0.0223621,0.9,0.0104073,0,0,11854,0.0432776,0,28,3132.08,0,1.5888799999999998,1289,1096.89,0,0.374483,11370,0,0,0.05,0.00582787,1000,6842.55,711.447,0,0.170078,386.504,433.533,WAIT_DIE,4.78408,0,0,0,2.52802,0,0.0174613,0.0085199,0,0,0,0,0,False,0,0,0,0,0,0,32.9039,221.19,2.9574599999999998,1797,0,0.0964975,11.9686,0.934609,0,5331,0.0208637,1.35125,0,0,2003.75,0,293,0,0.0,18.4909,0.236975,0,1937.75,7658,0,0,0,307,12709,0,0,1197.57,1000.57,0,542,0,0.46838199999999997,0,0,0,0,71.538,TWO_PC,0.052771900000000004,1769.18,0,0,244.396,307,0,0,0,0,0.5,0,167.304,1737.35,6819,0.021611599999999998,0,454,1289,18931.3,0,0,11854,0.929143,45580.9,0.0162128,4179.577
2436.81,0,1165,0.390431,1129.93,0.028915800000000002,0.9,0.00915439,0,0,12320,0.06347509999999999,0,32,3773.61,0,2.3799099999999997,1165,893.398,0,0.42447700000000005,11813,0,0,0.05,0.00586019,1000,6714.24,828.2280000000001,0,0.175127,442.436,928.34,WAIT_DIE,5.28604,0,0,0,3.30208,0,0.0145626,0.00742445,0,0,0,0,0,False,0,0,0,0,0,0,41.7283,292.856,2.7385099999999998,2378,0,0.11673599999999999,19.1034,1.07974,0,5295,0.018054300000000002,2.2080900000000003,0,0,2363.2,0,268,0,0.0,21.104,0.252849,0,3022.63,6219,0,0,0,164,12989,0,0,1464.18,2102.6,0,493,0,0.726506,0,0,0,0,73.0313,TWO_PC,0.0723447,1820.3,0,0,244.114,164,0,0,0,0,0.5,0,223.358,1870.07,7182,0.0180491,0,404,1165,24520.8,0,0,12320,1.06364,62516.4,0.0145256,3004.1629999999996
