prepare_phase (in us),log_size,num_log_yes,99%_latency,execute_phase (in us),average_latency,ZIPF_THETA,bytes_received,int_aborts_maat_resolve_failure,CC (index) (in us),cache,num_aborts_restart,90%_latency,num_cache_misses,NUM_SERVER_THREADS,prepare_phase_dist_write (in us),time_wait_buffer,num_home_txn,Throughput,time_waiting_for_job,time_read_queue,num_aborts_execute,int_aborts_ws2,dummy_bytes_sent,PERC_REMOTE,average_local_latency,network (in us),abort_local (in us),commit_phase (in us),lock_phase_dist_write (in us),time_send_msg,execute_phase_local (in us),execute_phase_dist_readonly (in us),CC_ALG,time_abort_queue,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug6,time_debug7,time_debug4,time_debug5,time_debug2,time_debug3,time_debug1,int_aborts_maat_resolve_no_feasibles,LOG_NODE,int_saved_by_hist,int_debug5,int_aborts_rs3,int_aborts_rs2,int_aborts_rs1,int_debug4,run_time,logic (in us),commit_phase_dist_readonly (in us),num_aborts_remote,int_aborts_ws1,95%_latency,commit_phase_local (in us),max_latency,num_aborts_signal,num_aborts_ws,bytes_sent,time_read_input_queue,num_cache_evictions,num_ro_read,commit_phase_dist_write (in us),int_aborts_maat_empty_interval_after_adjustment,num_remote_readonly_txn,num_renew,abort_dist_readonly (in us),time_idle,time_recv_msg,num_cache_hits,num_remote_txn,int_debug6,num_cache_reads,num_ro_check,int_debug3,int_debug2,int_debug1,lock_phase_local (in us),prepare_phase_dist_readonly (in us),execute_phase_dist_write (in us),num_cache_bypass,num_local_txn,int_aborts_maat_adjust_others_failure,time_process_txn,COLLECT_LOCAL_LATENCY,int_inevitable,lock_phase_dist_readonly (in us),lock_phase (in us),num_cache_inserts,network_log (in us),COMMIT_ALG,average_distributed_latency,num_aborts,total_log_yes (in us),num_renew_success,int_possibMVCC,wait (in us),num_waits,num_renew_failure,num_rw_check,num_cache_updates,num_cache_remove,READ_PERC,num_pre_aborts,CC (row) (in us),prepare_phase_local (in us),num_aborts_rs,time_write_queue,num_no_need_to_renewal,num_remote_write_txn,num_commits,abort (in us),num_renewals,num_rw_read,COLLECT_DISTRIBUTED_LATENCY,time_output_idle,abort_dist_write (in us),time_write_output_queue
2929.52,0,7639,0.0073645,455.737,0.00339221,0,0.0210785,0,38.7068,0,2,0.00391698,0,28,3073.57,0.813807,7639,7608,0,0.332143,2,0,0,0.1,0.000967557,2360.92,0,6.61076,0,0.211426,60.4638,541.347,WAIT_DIE,0.000290972,0,0,0,1.28061,0,0.0234381,0.0122363,0,0,0,0,0,false,0,0,0,0,0,0,28.1141,53.9275,5.67569,0,0,0.00433533,5.63014,0.0353419,0,0,0.0834043,0.752162,0,0,7.36615,0,1945,0,0,22.9816,0.1807,0,6258,0,0,0,1,25,0,0,3137.22,549.248,0,1430,0,0.706187,false,0,0,0,0,1405.1,ONE_PC,0.00531135,2,2316.54,0,0,0.0844607,1,0,0,0,0,0.5,0,0,2217.48,2,0.0280294,0,4264,7639,0.347387,0,0,false,0.73632,0.622347,0.0183048
2805.09,0,7898,0.00673952,473.23,0.00328687,0,0.0215636,0,163.607,0,6,0.00377243,0,28,2920.97,0.939038,7898,7621.02,0,0.313516,6,0,0,0.1,0.00104804,2221.06,1.76176,7.60198,0,0.215067,175.766,535.42,WAIT_DIE,0.00183648,0,0,0,1.23015,0,0.0242109,0.0121408,0,0,0,0,0,false,0,0,0,0,0,0,29.0176,169.974,6.37262,0,0,0.00458134,6.72213,0.0455699,0,1,0.0856251,0.911189,0,0,8.4571,0,2009,0,0,22.0504,0.208127,0,6265,0,0,0,0,32,0,0,2931.85,544.66,0,1479,0,1.75601,false,0,0,0,0,1503.05,ONE_PC,0.00505762,6,2328.48,0,0,0,0,0,0,0,0,0.5,0,0,2287.4,5,0.0309438,0,4410,7898,0.941016,0,0,false,0.756982,1.09444,0.0234092
2923.15,0,7537,0.0074982,504.279,0.00343514,0,0.0208049,0,33.5581,0,3,0.00387791,0,28,3065.56,0.874309,7537,7392.56,0,0.312111,3,0,0,0.1,0.00101454,2413.5,0,7.0924,0,0.186179,107.207,583.524,WAIT_DIE,0.00125522,0,0,0,1.37765,0,0.0238277,0.0111527,0,0,0,0,0,false,0,0,0,0,0,0,28.5471,107.054,5.98478,0,0,0.00445006,6.18943,0.066179,0,0,0.0823029,0.811283,0,0,7.89645,0,1911,0,0,22.5856,0.185653,0,6173,0,0,0,1,18,0,0,3086.34,601.157,0,1410,0,1.13117,false,0,0,0,0,1801.79,ONE_PC,0.00534188,3,2340.6,0,0,0.45796,1,0,0,0,0,0.5,0,0,2276.18,3,0.0289086,0,4216,7537,0.617918,0,0,false,0.775692,1.10466,0.0207023
2833.34,0,7805,0.00697922,497.936,0.00334101,0,0.0213746,0,213.251,0,12,0.00381302,0,28,2963.75,0.798059,7805,7781.69,0,0.325535,12,0,0,0.1,0.00107643,2275.34,0,7.70832,0,0.190645,221.251,579.181,WAIT_DIE,0.0063353,0,0,0,1.35831,0,0.0278183,0.0128164,0,0,0,0,0,false,0,0,0,0,0,0,28.0839,230.254,6.46698,0,0,0.00400184,6.85597,0.0472211,0,3,0.0847794,0.778209,0,0,8.55467,0,1977,0,0,21.5705,0.211958,0,6236,0,0,0,0,35,0,0,2933.65,553.57,0,1459,0,2.27975,false,0,0,0,0,1184.5,ONE_PC,0.00512199,12,2306.29,0,0,0,0,0,0,0,0,0.5,0,0,2306.94,10,0.033653,0,4369,7805,2.02567,0,0,false,0.744624,3.61875,0.0241484
2844.71,0,7842,0.00596136,445.463,0.00329906,0,0.0215332,0,37.3486,0,19,0.00381843,0,28,2966.67,0.847806,7842,7739.17,0,0.32157,19,0,0,0.1,0.0010076,2278.67,6.40725,7.26,0,0.191919,123.714,504.637,WAIT_DIE,0.00883199,0,0,0,1.28955,0,0.0237569,0.01202,0,0,0,0,0,false,0,0,0,0,0,0,28.372,118.635,6.10338,0,0,0.00405576,6.33178,0.0572176,0,19,0.0852711,0.798686,0,0,8.09949,0,2006,0,0,22.5295,0.197249,0,6314,0,0,0,0,29,0,0,3006.44,525.593,0,1459,0,1.28585,false,0,0,0,0,628.016,ONE_PC,0.00511308,19,2322.17,0,0,0,0,0,0,0,0,0.5,0,0,2256.5,0,0.0302711,0,4377,7842,1.62803,0,0,false,0.758251,0.78109,0.0207621
2932.1,0,7700,0.00685289,434.138,0.00337483,0,0.0211731,0,38.7086,0,7,0.00392693,0,28,3066.48,0.818311,7700,7672.63,0,0.315423,7,0,0,0.1,0.00105413,2303.74,2.67901,7.35217,0,0.199966,129.599,486.57,WAIT_DIE,0.00286854,0,0,0,1.39889,0,0.0233814,0.0124472,0,0,0,0,0,false,0,0,0,0,0,0,28.0999,119.602,6.13753,0,0,0.00464017,6.40233,0.0246378,0,4,0.0838691,0.76438,0,0,8.22341,0,1952,0,0,22.4294,0.163447,0,6243,0,0,0,0,30,0,0,3077.92,512.889,0,1448,0,1.2767,false,0,0,0,0,1209.57,ONE_PC,0.0052098,7,2357.19,0,0,0,0,0,0,0,0,0.5,0,0,2336.49,5,0.0298246,0,4300,7700,1.23581,0,0,false,0.744834,1.31082,0.0206725
2917.6,0,7393,0.0173256,559.778,0.00348641,0,0.0205864,0,63.6404,0,3,0.00389412,0,28,3040.28,0.871559,7393,7276.87,0,0.316332,3,0,0,0.1,0.00100244,2497.92,1.44123,8.2142,0,0.197277,102.056,688.984,WAIT_DIE,0.00197271,0,0,0,1.21869,0,0.0222904,0.0117253,0,0,0,0,0,false,0,0,0,0,0,0,28.4469,89.4963,6.07049,0,0,0.00487928,6.14624,0.0492148,0,1,0.0811634,0.790433,0,0,9.87241,0,1870,0,0,22.726,0.232725,0,6179,0,0,0,0,11,0,0,3139.9,654.189,0,1382,0,1.02743,false,0,0,0,0,811.828,ONE_PC,0.00543712,3,2247.24,0,0,0,0,0,0,0,0,0.5,0,0,2249.22,2,0.0285081,0,4141,7393,0.816405,0,0,false,0.762787,0.976552,0.0208905
2789.88,0,7822,0.00653821,510.388,0.00330789,0,0.021678,0,36.8451,0,2,0.00387208,0,28,2946.79,0.819472,7822,7767.84,0,0.257691,2,0,0,0.1,0.000940847,2362.04,0,7.29842,0,0.159207,120.473,597.279,WAIT_DIE,0.000698456,0,0,0,1.30949,0,0.0241888,0.00798568,0,0,0,0,0,false,0,0,0,0,0,0,28.1952,112.054,6.1552,0,0,0.00417925,6.46586,0.0261563,0,0,0.0855247,0.783174,0,0,8.09599,0,1989,0,0,22.5542,0.184177,0,6443,0,0,0,1,3,0,0,2953.42,600.936,0,1459,0,1.23576,false,0,0,0,0,572.859,ONE_PC,0.00517381,2,2174.85,0,0,0.0437244,1,0,0,0,0,0.5,0,0,2096.53,2,0.0295901,0,4374,7822,0.31641,0,0,false,0.791112,0.565834,0.0221254
2857.54,0,7875,0.0065375,439.058,0.00330425,0,0.0216394,0,162.306,0,1,0.00383298,0,28,3004,0.811061,7875,7847.08,0,0.328793,1,0,0,0.1,0.00102057,2247.96,0,7.43764,0,0.210052,185.846,481.25,WAIT_DIE,0.000621344,0,0,0,1.2403,0,0.0260246,0.0134866,0,0,0,0,0,false,0,0,0,0,0,0,28.0996,167.608,6.18327,0,0,0.00404666,6.70564,0.0230743,0,0,0.0857026,0.769142,0,0,8.25074,0,2003,0,0,22.0285,0.171965,0,6346,0,0,0,1,9,0,0,2998.04,503.984,0,1464,0,1.74409,false,0,0,0,0,1680.44,ONE_PC,0.00510042,1,2275.04,0,0,0.926527,1,0,0,0,0,0.5,0,0,2224.32,2,0.0318202,0,4408,7875,0.212528,0,0,false,0.719351,0.379687,0.0230136
2802.95,0,7942,0.00636987,453.756,0.00326483,0,0.0219535,0,37.396,0,8,0.00381957,0,28,2948.64,0.812027,7942,7914.91,0,0.321108,8,0,0,0.1,0.00097024,2268.67,2.93432,7.2151,0,0.18126,123.949,528.073,WAIT_DIE,0.00378497,0,0,0,1.35863,0,0.0238726,0.0126554,0,0,0,0,0,false,0,0,0,0,0,0,28.0958,114.08,6.02596,0,0,0.00414936,6.42169,0.021459,0,3,0.0868011,0.762905,0,0,8.02157,0,2019,0,0,22.4785,0.191584,0,6525,0,0,0,0,20,0,0,2958.49,530.304,0,1485,0,1.2838,false,0,0,0,0,1119.58,ONE_PC,0.00507651,8,2233.36,0,0,0,0,0,0,0,0,0.5,0,0,2156.07,5,0.0290874,0,4438,7942,0.910971,0,0,false,0.758747,0.648368,0.0227459
